date,target,prediction,error
2025-01-02,58.59,41.81537139921662,16.77462860078338
2025-01-03,76.24,50.22555694807522,26.014443051924772
2025-01-06,82.1,63.02085783901646,19.079142160983537
2025-01-07,49.57,63.88989476436631,-14.31989476436631
2025-01-10,61.39,51.218382098990745,10.171617901009256
2025-01-13,64.53,55.71334900416826,8.816650995831743
2025-01-14,56.08,59.133031484187036,-3.053031484187038
2025-01-15,44.72,57.50195745752077,-12.781957457520768
2025-01-16,163.2,51.468241089996205,111.73175891000378
2025-01-17,196.69,143.8874172571586,52.802582742841395
2025-01-21,44.69,117.69631672242166,-73.00631672242166
2025-01-24,37.22,53.309473435851785,-16.089473435851787
2025-01-27,34.11,40.70355909118514,-6.593559091185142
2025-01-28,38.42,36.53006784640896,1.8899321535910403
2025-01-29,33.92,38.27704084473282,-4.357040844732815
2025-01-30,36.0,34.05794992022643,1.9420500797735727
2025-01-31,39.48,38.01884560311234,1.4611543968876575
2025-02-03,47.56,38.12199249195354,9.43800750804646
2025-02-04,38.96,44.91451189159878,-5.954511891598777
2025-02-06,51.09,41.70399447251107,9.386005527488933
2025-02-07,57.8,47.85747727474485,9.942522725255145
2025-02-10,60.93,51.78862720713165,9.141372792868353
2025-02-11,45.63,54.54156404438045,-8.911564044380448
2025-02-12,50.33,48.71482340811294,1.6151765918870566
2025-02-13,65.82,52.85517527512874,12.964824724871256
2025-02-14,96.23,61.83952175453455,34.39047824546545
2025-02-18,72.18,86.88141912536602,-14.701419125366016
2025-02-20,46.91,66.98618018454414,-20.076180184544143
2025-02-21,38.18,49.68924393739809,-11.50924393739809
2025-02-24,35.45,42.58864983072903,-7.13864983072903
2025-02-25,36.39,41.58984564781022,-5.199845647810221
2025-02-26,37.16,41.912141430265436,-4.752141430265439
2025-02-27,54.14,42.295182774380436,11.844817225619565
2025-02-28,40.27,51.678996744379376,-11.408996744379373
2025-03-03,44.53,43.17044133811427,1.3595586618857283
2025-03-04,54.36,48.06259904455993,6.297400955440068
2025-03-06,49.67,52.02596265323928,-2.3559626532392812
2025-03-07,41.52,50.594882362445276,-9.074882362445273
2025-03-10,43.72,44.28893981385604,-0.5689398138560406
2025-03-11,48.36,48.03164691436804,0.3283530856319601
2025-03-12,47.62,48.54241492333788,-0.9224149233378824
2025-03-13,46.54,48.21560143943146,-1.6756014394314604
2025-03-14,48.85,49.505220490238436,-0.6552204902384346
2025-03-17,46.76,50.87639267481874,-4.116392674818741
2025-03-18,49.34,49.47922927644983,-0.13922927644982508
2025-03-20,49.0,51.49891861993583,-2.4989186199358286
2025-03-21,56.63,50.572950535697814,6.057049464302189
2025-03-24,55.7,55.009302858922915,0.6906971410770879
2025-03-25,49.58,54.20947614163742,-4.629476141637419
2025-03-26,39.13,51.18234902986956,-12.05234902986956
2025-03-27,49.21,46.346607842319855,2.8633921576801455
2025-03-28,44.6,50.70910390348932,-6.10910390348932
2025-03-31,43.88,48.64996586363889,-4.7699658636388875
2025-04-01,46.23,46.5417864196643,-0.3117864196643012
2025-04-03,56.93,50.209507648593686,6.720492351406314
2025-04-04,72.1,54.549341726089125,17.55065827391087
2025-04-07,70.16,61.827406290614846,8.33259370938515
2025-04-08,51.39,61.04543055183309,-9.655430551833092
2025-04-09,55.21,50.39941473657852,4.81058526342148
2025-04-10,52.31,54.7244799754759,-2.414479975475899
2025-04-11,54.3,51.94083913542532,2.359160864574676
2025-04-14,50.69,53.565673936153665,-2.8756739361536674
2025-04-15,32.76,50.745642706603434,-17.985642706603436
2025-04-17,52.14,40.85833185475208,11.28166814524792
2025-04-21,42.59,49.669925434240284,-7.07992543424028
2025-04-22,48.16,44.683468037512654,3.4765319624873428
2025-04-23,49.25,47.39245336628238,1.857546633717618
2025-04-24,46.48,47.08348613089778,-0.6034861308977852
2025-04-25,48.9,46.00832065747086,2.8916793425291374
2025-04-28,49.08,47.29969646754874,1.7803035324512564
2025-04-29,55.1,47.762898315984145,7.337101684015856
2025-05-01,46.82,52.15193791082558,-5.33193791082558
2025-05-02,45.58,48.58009850943178,-3.00009850943178
2025-05-05,43.89,47.215700273443936,-3.3257002734439354
2025-05-06,40.41,44.947055212314034,-4.537055212314037
2025-05-07,32.78,44.11033994675386,-11.33033994675386
2025-05-08,43.42,39.84533496525867,3.5746650347413294
2025-05-09,46.24,44.309849513778225,1.9301504862217769
2025-05-12,47.01,44.782226892737604,2.2277731072623936
2025-05-13,71.3,46.168783326564274,25.131216673435723
2025-05-15,38.94,59.296330556788945,-20.356330556788947
2025-05-16,34.53,42.28416612164887,-7.754166121648872
2025-05-19,39.22,36.8141362001383,2.4058637998616987
2025-05-20,35.87,40.16740061596576,-4.297400615965763
2025-05-21,32.55,39.19222453157037,-6.6422245315703705
2025-05-22,34.88,36.05709879587688,-1.17709879587688
2025-05-23,39.23,37.19473930057779,2.03526069942221
2025-05-27,36.68,40.196556331384926,-3.516556331384926
2025-05-29,33.3,38.21363257473411,-4.913632574734116
2025-05-30,30.58,36.67889408488511,-6.09889408488511
2025-06-02,46.08,34.73375148924118,11.34624851075882
2025-06-03,49.81,41.55023592821545,8.259764071784552
2025-06-04,46.1,44.82220802456869,1.2777919754313132
2025-06-05,36.83,44.083211924705466,-7.253211924705468
2025-06-06,39.55,38.599373818150184,0.9506261818498132
2025-06-09,46.43,40.86267130923793,5.567328690762068
2025-06-10,45.89,41.821902111349836,4.068097888650165
2025-06-12,37.43,44.82213441807183,-7.392134418071834
2025-06-13,48.95,40.14370500119945,8.806294998800553
2025-06-16,54.94,46.18042979199747,8.759570208002529
2025-06-17,54.2,49.51382938977258,4.686170610227421
2025-06-18,203.65,52.3342669611684,151.3157330388316
2025-06-20,216.31,130.06604728235183,86.24395271764817
2025-06-23,188.9,141.75205442872254,47.14794557127746
2025-06-24,49.24,127.34024460812361,-78.1002446081236
